Land,Bezirk,Gemeinde/Stadt(teil),File,Lon,Lat
Niederösterreich,Tulln,Zwentendorf an der Donau,Erpersdorf_5.png,48.3424361111111,15.9143472222222
Niederösterreich,Tulln,Zwentendorf an der Donau,Kaindorf_1.png,48.3425722222222,15.8593083333333
Niederösterreich,Tulln,Zwentendorf an der Donau,Kaindorf_2.png,48.3422861111111,15.8571694444444
Niederösterreich,Tulln,Zwentendorf an der Donau,Kleinschönbichl_1.png,48.3394222222222,15.9296777777778
Niederösterreich,Tulln,Zwentendorf an der Donau,Maria_Ponsee_1.png,48.3485416666667,15.8455277777778
Niederösterreich,Tulln,Zwentendorf an der Donau,Maria_Ponsee_2.png,48.3508361111111,15.8411055555556
Niederösterreich,Tulln,Zwentendorf an der Donau,Preuwitz_1.png,48.3531722222222,15.8172861111111
Niederösterreich,Tulln,Zwentendorf an der Donau,Preuwitz_2.png,48.3555305555556,15.8108527777778
Niederösterreich,Tulln,Zwentendorf an der Donau,Preuwitz_3.png,48.3537055555556,15.8125111111111
Niederösterreich,Tulln,Zwentendorf an der Donau,Zwentendorf_1.png,48.3423361111111,15.9166416666667
Niederösterreich,Tulln,Zwentendorf an der Donau,Zwentendorf_2.png,48.34049,15.91012
Niederösterreich,Tulln,Zwentendorf an der Donau,Zwentendorf_3.png,48.34528,15.89862
Niederösterreich,Wiener Neustadt-Land,Felixdorf,Felixdorf_1.png,47.89058,16.24606
